
0,99.11551,163.17001,144.53595,111.97508,131.36761,136.14516,151.47696,156.81503,114.13723,169.0398,127.80495,158.28969,151.39453,107.51037,154.16867,157.32591,166.23894,140.00743,126.69192,86.08452,115.3187,137.77847,141.86058,151.98814,155.44147,94.22149,166.61998,183.71411,127.109024,133.61577,107.68187,126.740326,152.87572,136.5232,123.17085,186.7788,185.49496,154.83199,150.10768,149.08812,118.657845,139.76831,120.64797,117.37785,149.253,139.59767,148.89752,92.41038,102.411224,163.35315,135.41296,159.07713,165.81087,137.27563,185.97586,135.24348,177.46788,123.73314,126.64852,132.57637,129.12369,136.95923,96.04047,121.91709,178.5537,135.01947,138.41325,137.89594,119.36663,135.08759,154.28424,128.56403,117.769806,170.19011,172.03958,171.57472,112.524475,144.71854,138.82031,131.40625,128.04042,125.90976,125.75867,169.58765,185.10738,136.71925,152.40303,171.3049,153.61745,175.51778,119.594,142.46146,132.79745,160.86697,124.29768,149.28453,148.5273,151.44618,137.37521,
99.11551,0,167.64825,146.24661,140.55875,155.71053,172.57138,176.64622,173.75632,137.6104,158.82451,159.48958,113.38458,145.024,107.966606,131.25334,165.47559,151.8725,144.11461,158.33916,98.76643,142.88362,147.69257,154.25275,143.28607,108.31946,87.30371,149.12181,168.73299,136.68402,158.84805,93.23019,152.46736,151.16142,118.29522,132.93335,195.4617,154.30344,156.85988,147.63492,153.27448,132.57706,146.10202,141.03299,138.82133,158.06882,170.3744,158.80939,147.73846,140.04517,160.0285,142.998,160.22556,143.64824,155.39513,180.18669,144.28348,155.1978,137.56047,136.01212,122.250854,147.12921,161.24161,162.73265,141.26118,176.54295,144.43112,133.39238,153.62485,134.18825,137.6948,143.66158,141.27286,135.20808,180.36565,151.0737,197.86865,142.07675,124.434906,110.36135,143.415,136.57417,117.784996,129.95284,148.33366,155.35515,134.53506,139.96104,149.68997,106.826355,154.12296,139.96167,145.88466,136.00865,190.82587,131.27084,155.10959,122.48217,171.68037,148.26328,
163.17001,167.64825,0,133.59854,112.618866,125.58196,112.79277,121.18992,122.386375,162.32059,129.57413,143.96442,156.9907,152.30283,169.32756,112.32542,100.66874,130.67566,109.10718,125.30581,142.8412,98.673645,157.82275,108.41581,133.069,155.54716,172.95186,126.24866,144.86115,160.12698,135.85986,144.94481,116.30272,165.8653,140.10753,132.43614,89.33043,165.9005,93.14155,95.96721,128.33315,150.77821,126.61388,150.41826,143.12015,164.31914,124.52968,103.55791,119.90163,174.1114,139.92961,57.47575,116.06236,153.13792,146.38005,97.14105,125.959435,110.90207,144.67029,124.533554,129.14833,117.47712,149.19429,165.065,117.877754,125.292595,93.073265,137.55273,140.44278,119.497314,129.20616,119.03228,87.82559,154.58275,101.310074,128.75311,151.92151,124.83783,148.32883,151.25162,122.22131,127.27915,100.636406,147.72258,130.83218,106.11702,105.29496,138.64755,103.85203,136.71373,158.63583,153.71387,125.48086,108.62604,98.38519,109.55431,118.24777,174.38492,129.23203,132.11603,
144.53595,146.24661,133.59854,0,129.60327,141.33568,133.80962,175.42006,143.27194,138.7406,159.49686,166.26833,160.39308,126.57126,148.69865,167.73715,95.595764,140.32661,152.43578,142.8007,142.2202,116.51248,149.04875,126.8294,127.12887,156.20886,174.3099,142.59644,153.44391,176.90894,141.75691,160.74358,162.54584,180.99171,154.69583,148.7499,154.76212,151.81583,135.59181,144.28328,116.23712,130.78906,116.823204,138.10086,129.82458,123.913734,110.061935,159.03075,139.28432,158.75758,145.42343,114.66223,168.94656,185.3982,160.9574,175.71577,107.98268,132.3191,120.086876,152.26869,165.32985,125.64591,150.47592,139.39706,87.723755,175.4483,151.26425,165.74767,164.88036,162.89555,111.69709,165.25621,144.16063,119.88527,110.19848,135.26862,189.25664,156.0648,175.64005,129.28746,151.3796,167.65779,99.45846,140.91881,141.71544,167.07693,149.52296,150.83098,120.014366,153.4088,145.7944,134.09837,130.8717,164.88742,174.10695,126.917656,127.66839,162.71507,121.250015,171.97292,
111.97508,140.55875,112.618866,129.60327,0,106.60133,109.44152,145.1341,115.54131,149.0614,152.98288,140.00766,158.51122,107.412994,104.92871,154.71347,118.26285,118.05757,132.68678,84.68475,119.19868,62.929874,107.60777,97.804146,165.64706,142.25757,141.14757,134.3982,145.53645,154.1481,123.459885,145.21666,126.59053,149.01479,103.45283,145.22418,155.193,174.78667,157.71692,82.69397,145.50676,103.49461,107.54384,135.5488,110.43847,138.17773,143.01778,130.7431,109.684525,131.24423,170.06456,113.51278,145.28897,140.251,127.62457,145.80185,124.260284,116.125175,145.43784,113.46283,97.034134,112.29408,127.9344,121.22927,124.9021,118.18861,130.54448,158.75983,112.4639,134.5883,89.46418,83.846306,95.05448,80.13095,144.26018,144.37172,136.79385,104.47694,157.8134,139.84195,145.93202,99.80429,106.01545,118.842026,111.93121,135.90453,120.12482,131.29381,121.51605,151.9638,151.23276,121.07912,101.91929,143.73381,134.94794,126.076996,158.64487,134.19057,154.17897,94.058815,
131.36761,155.71053,125.58196,141.33568,106.60133,0,117.165955,156.81223,162.68034,179.28514,162.60489,167.0184,143.29471,152.79745,155.76651,169.17953,138.88057,125.63843,147.54198,133.83034,103.24942,87.819374,123.85912,136.78943,127.33455,140.5466,137.6417,157.10823,181.05096,164.50645,137.62717,146.65318,168.62178,163.47372,142.12567,113.28066,151.55426,189.18808,141.72997,133.23026,102.64759,113.860725,150.33891,124.288704,167.23952,177.2076,150.99164,152.8354,132.48282,162.17719,167.27612,135.5318,162.12811,130.16537,139.8048,149.92201,139.9371,139.63808,125.6301,113.39121,118.925865,129.08324,122.49361,158.31769,140.21196,157.28864,126.716576,178.57028,155.80629,160.59628,134.59006,146.89003,112.648254,146.9229,103.202446,140.16405,145.85751,140.84349,125.0641,163.47537,175.86511,123.08832,140.46167,139.23866,180.81589,165.3075,145.8592,164.79926,148.67746,171.08116,169.76675,151.00897,111.577065,137.31927,148.79152,145.94626,161.43153,168.83542,175.91414,122.44154,
136.14516,172.57138,112.79277,133.80962,109.44152,117.165955,0,90.98729,97.436226,157.2554,106.165596,99.61271,148.93477,134.3352,166.59265,128.05743,127.18761,113.686806,138.87215,102.403404,131.4058,68.34648,118.83731,132.84831,127.34192,146.50058,148.90074,139.88043,136.96992,149.7637,102.73816,159.44641,124.22064,141.9589,159.29846,126.60902,109.07295,196.5136,131.96739,106.48662,131.76288,124.29711,131.14973,116.59461,107.37997,138.97188,123.99727,115.1641,120.806786,151.82274,136.58017,123.72687,136.64772,131.29759,81.86388,132.97472,120.24148,143.90517,110.931114,135.88132,126.967674,103.58956,84.88869,93.40899,107.31171,176.78204,150.7408,151.68185,146.17838,137.42377,134.80614,136.19208,119.5321,134.75876,106.30364,125.701004,130.263,139.61314,146.42421,163.92044,116.55513,145.56328,106.64421,111.54533,165.41821,142.72429,131.65239,152.15514,133.17729,155.69955,158.59769,121.713066,125.86437,120.23375,86.79671,122.26897,131.37802,148.64943,147.93774,132.43585,
151.47696,176.64622,121.18992,175.42006,145.1341,156.81223,90.98729,0,94.43065,184.7557,113.80821,79.40102,148.56316,150.10686,185.6304,107.65593,167.99744,171.27994,118.75987,106.20413,137.15054,124.63496,169.69226,145.35358,147.40636,149.58527,163.101,153.71594,147.65051,144.05977,143.93105,138.9858,94.75156,143.89903,177.47125,136.73817,108.90756,211.65866,131.38538,123.44189,164.19547,172.16856,151.18794,160.34543,140.80032,171.08281,125.35486,75.77884,126.633194,171.3555,160.96504,129.39128,144.97508,136.80104,107.687065,146.30046,125.69747,159.26822,145.59383,139.7447,160.07805,142.48915,134.11557,132.9711,141.23883,183.3278,135.00917,122.24289,132.91891,101.54156,179.88857,137.62143,125.509674,156.65845,142.68068,133.61157,132.1606,158.24364,139.84854,175.04594,95.640755,162.82109,107.56948,138.66301,171.6747,150.77713,154.17783,179.79674,146.61156,137.87755,161.99698,156.15503,129.92844,113.14039,91.42588,112.336716,144.91055,166.77043,163.04373,151.69514,
156.81503,173.75632,122.386375,143.27194,115.54131,162.68034,97.436226,94.43065,0,165.07585,99.19424,115.23811,147.4398,103.58874,141.57506,129.54507,132.51968,157.76578,139.70308,83.52156,155.6372,105.53515,130.31006,95.016525,160.79904,136.16483,167.06113,124.99893,113.53374,132.9062,123.529945,160.25806,94.7701,126.16719,143.67914,142.89339,133.76315,169.88612,148.93295,88.170975,166.04396,148.46156,106.28777,142.21361,123.77047,113.928635,105.35596,119.100266,124.72702,160.50449,180.87926,126.72643,157.25133,142.88216,118.19854,156.30148,94.090675,124.88789,142.5032,160.78044,144.9991,130.2323,125.71031,130.68762,132.03227,150.04771,143.2602,137.4965,129.04475,124.236305,133.95877,123.73424,110.287254,115.94764,139.30714,110.92365,115.322334,144.47346,162.70226,157.93532,112.423584,136.29434,94.82036,120.79353,137.8371,128.39067,154.08163,155.48886,95.739815,135.79596,122.59364,154.84396,117.56285,148.42561,108.01357,114.87222,146.54172,136.16116,144.35489,124.5699,
114.13723,137.6104,162.32059,138.7406,149.0614,179.28514,157.2554,184.7557,165.07585,0,171.83673,152.75749,179.058,163.42651,126.271194,148.8053,116.23663,180.9319,191.6764,154.25719,152.44514,149.17928,146.63274,143.32011,154.58961,180.36935,138.44742,168.63942,163.07375,146.38573,131.22588,158.22281,128.46907,165.59254,130.7394,132.25238,183.28445,136.8001,158.41821,157.64403,157.13405,152.78467,111.22466,112.29325,107.65827,117.457634,140.06873,174.32162,119.28828,115.41794,154.03871,132.307,164.25981,194.42343,178.8859,185.55922,152.7558,186.84482,117.73022,172.75833,155.93626,96.69953,147.40948,123.53268,124.680016,164.2168,156.50165,151.90858,154.54851,139.64636,128.0038,197.01816,144.51463,152.99773,161.9579,185.40594,214.5603,111.41527,163.1696,146.92911,137.33778,146.02776,150.06387,153.77861,191.75009,172.64206,148.95085,126.966225,159.00134,166.15364,200.68733,141.46524,182.3185,127.17369,158.9381,117.865906,137.01767,158.30782,105.88647,173.62991,
